阿	af
肔	chilu
胣	chilv
胵	chilw
腟	chilx
驰	chim
眵	chimp
馳	chimq
瞝	chims
粚	chimt
麶	chimu
鸱	chin
媸	chinc
妛	chinq
鴟	chins
鵄	chint
鶒	chinu
鶗	chinv
鶙	chinw
鷘	chinx
吃	chio
嗤	chioc
叱	chiod
啻	chioe
哧	chiop
叺	chioq
呎	chios
喫	chiot
噄	chiou
噭	chiov
尺	chip
硳	chipq
欼	chiqq
狋	chiqs
雴	chirq
饬	chis
彨	chisq
彲	chiss
飭	chist
黐	chisu
墀	chit
垑	chitq
茌	chiu
荎	chiuq
菭	chius
侈	chiv
傺	chivp
伬	chivq
佁	chivs
侙	chivt
俿	chivu
敕	chiw
瓻	chiwq
恥	chixq
恜	chixs
慗	chixt
慸	chixu
憏	chixv
懘	chixw
翅	chiy
翄	chiyq
翤	chiys
翨	chiyt
訵	chiyu
誃	chiyv
誺	chiyw
謘	chiyx
迟	chiz
遟	chizn
遅	chizo
踟	chizp
遲	chizq
邌	chizs
遫	chizt
歭	chizu
歯	chizv
赿	chizw
趩	chizx
跢	chizy
迡	chizz
揰	chongaq
摏	chongas
冲	chongb
宠	chongbp
寵	chongbq
痋	chongbs
虫	chongc
蟲	chongcq
徸	chongcs
蝩	chongct
沖	chongeq
浺	chonges
漴	chonget
緟	chongfq
隀	chongfs
爞	chonghq
舂	chongj
铳	chongjp
銃	chongjq
褈	chongkq
嘃	chongoq
重	chongp
崇	chongs
崈	chongsq
罿	chongss
充	chongt
埫	chongtq
茺	chongu
珫	chongwq
憧	chongx
忡	chongxp
憃	chongxq
衝	chongxs
翀	chongyq
艟	chongz
蹖	chongzq
抽	choua
掫	chouaq
搊	chouas
瘳	choub
皗	choubq
殠	choudq
绸	chouf
綢	choufq
紬	choufs
絒	chouft
魗	chougq
稠	chouh
丒	chouhq
燽	chouhs
杻	chouiq
杽	chouis
栦	chouit
梼	chouiu
椆	chouiv
檮	chouiw
帱	chouj
幬	choujq
筹	chouk
籌	choukq
篘	chouks
裯	choukt
瞅	choum
盩	choumq
矁	choums
婤	chounq
嬦	chouns
牰	chount
犨	chounu
犫	chounv
吜	chouoq
嚋	chouos
酬	chouq
醜	chouqq
酧	chouqs
醔	chouqt
醻	chouqu
畴	chout
疇	choutq
畤	chouts
菗	chouuq
薵	chouus
仇	chouv
俦	chouvc
丑	chouvp
偢	chouvq
儔	chouvs
愁	choux
惆	chouxp
怞	chouxq
懤	chouxs
詶	chouyq
譸	chouys
讎	chouyt
讐	chouyu
诪	chouyv
鮘	chouyw
臭	chouz
雠	chouzc
踌	chouzp
臰	chouzq
跾	chouzs
躊	chouzt
遚	chouzu
雔	chouzv
雦	chouzw
搐	chua
揣	chuaia
搋	chuaiap
膪	chuail
膗	chuailq
啜	chuaio
嘬	chuaiop
欼	chuaiqq
踹	chuaiz
賗	chuanbq
川	chuanc
輲	chuancq
巛	chuancs
剶	chuandq
汌	chuaneq
摐	chuangaq
疮	chuangb
瘡	chuangbq
创	chuangd
創	chuangdq
刅	chuangds
刱	chuangdt
剏	chuangdu
剙	chuangdv
床	chuangg
橦	chuangiq
幢	chuangj
朣	chuanglq
闯	chuangm
闖	chuangmq
喠	chuangoq
噇	chuangos
牀	chuangpq
牎	chuangps
牕	chuangpt
磢	chuangpu
傸	chuangvq
窗	chuangx
怆	chuangxp
愴	chuangxq
窓	chuangxs
窻	chuangxt
椽	chuani
椯	chuaniq
钏	chuanj
釧	chuanjq
篅	chuankq
串	chuanl
膞	chuanlq
鶨	chuannq
喘	chuano
氚	chuanq
歂	chuanqq
猭	chuanqs
暷	chuanrq
堾	chuantq
荈	chuanuq
传	chuanv
傳	chuanvq
僢	chuanvs
圌	chuanwq
玔	chuanws
瑏	chuanwt
穿	chuanx
舛	chuanxp
船	chuanz
遄	chuanzc
舡	chuanzp
舩	chuanzq
踳	chuanzs
摢	chuaq
欻	chuaqq
摴	chuas
厨	chuc
蜍	chucp
蟵	chucq
齣	chucs
齭	chuct
齼	chucu
初	chud
刍	chudp
滁	chue
泏	chueq
滀	chues
濋	chuet
除	chuf
绌	chufp
絀	chufq
鄐	chufs
廚	chugq
黜	chuh
亍	chuhp
處	chuhq
炪	chuhs
楚	chui
捶	chuia
搥	chuiaq
杵	chuic
樗	chuid
楮	chuie
陲	chuif
炊	chuih
椎	chuii
棰	chuiic
槌	chuiip
桘	chuiiq
锤	chuij
錘	chuijq
鎚	chuijs
箠	chuikq
腄	chuilq
吹	chuio
橱	chuip
硾	chuipq
櫥	chuiq
椘	chuis
垂	chuit
埀	chuitq
榋	chuitr
橻	chuiu
菙	chuiuq
檚	chuiv
倕	chuivq
櫉	chuiw
圌	chuiwq
櫖	chuix
惙	chuixq
顀	chuiyq
龡	chuiys
触	chuj
锄	chujp
觸	chujq
鋤	chujs
処	chujt
幮	chuju
斶	chujv
鉏	chujw
出	chuk
褚	chukp
篨	chukq
竌	chulq
竐	chuls
耝	chult
耡	chulu
臅	chulv
閦	chumq
賰	chunbq
蠢	chunc
蝽	chuncp
輴	chuncq
淳	chune
浱	chuneq
湻	chunes
滣	chunet
漘	chuneu
纯	chunf
純	chunfq
陙	chunfs
椿	chuni
杶	chuniq
槆	chunis
橁	chunit
櫄	chuniu
錞	chunjq
箺	chunkq
脣	chunlq
膞	chunls
睶	chunmq
鹑	chunn
媋	chunnq
犉	chunns
鶉	chunnt
鶞	chunnu
唇	chuno
醇	chunq
醕	chunqq
媰	chunqr
春	chunr
旾	chunrq
暙	chunrs
犓	chuns
鶵	chunt
堾	chuntq
莼	chunu
芚	chunuq
萅	chunus
萶	chunut
蒓	chunuu
蓴	chunuv
偆	chunvq
瑃	chunwq
惷	chunxq
鯙	chunyq
鰆	chunys
拺	chuoaq
擉	chuoas
辍	chuoc
龊	chuocp
輟	chuocq
齪	chuocs
涰	chuoeq
绰	chuof
綽	chuofq
繛	chuofs
戳	chuog
鋜	chuojq
鏃	chuojs
鑡	chuojt
箹	chuokq
娕	chuonq
娖	chuons
婥	chuont
婼	chuonu
孎	chuonv
啜	chuoo
吷	chuooq
哾	chuoos
嚽	chuoot
磭	chuopq
嘼	chuoq
歠	chuoqq
酫	chuoqs
餟	chuosq
惙	chuoxq
踔	chuoz
趠	chuozq
踀	chuozs
辵	chuozt
逴	chuozu
辶	chuozv
础	chupp
礎	chupq
欪	chuqq
歜	chuqs
豖	chuqt
豠	chuqu
矗	chus
岀	chusq
禇	chuss
畜	chut
埱	chutq
芻	chuuq
菆	chuus
蒢	chuut
蒭	chuuu
藸	chuuv
储	chuv
儲	chuvq
俶	chuvs
傗	chuvt
儊	chuvu
敊	chuwq
珿	chuws
璴	chuwt
怵	chux
憷	chuxp
慉	chuxq
諔	chuyq
处	chuz
躇	chuzc
蹰	chuzd
雏	chuzp
雛	chuzq
貙	chuzs
趎	chuzt
躕	chuzu
赐	cib
疵	cibp
賜	cibq
皉	cibs
蛓	cicq
螆	cics
蠀	cict
齹	cicu
刺	cid
刾	cidq
泚	cieq
濨	cies
絘	cifq
縒	cifs
差	cig
庛	cigq
骴	cigs
髊	cigt
朿	ciiq
柌	ciis
栨	ciit
糍	cim
鹚	cin
嬨	cinq
鴜	cins
鶿	cint
鷀	cinu
呰	cioq
啙	cios
磁	cip
礠	cipq
次	ciq
祠	cis
飺	cisq
餈	ciss
垐	citq
茨	ciu
茈	ciup
茦	ciuq
莿	cius
薋	ciut
佌	civq
佽	civs
偨	civt
瓷	ciw
玼	ciwq
珁	ciws
甆	ciwt
辞	cix
慈	cixp
辭	cixq
辝	cixs
辤	cixt
词	ciy
乲	ciyi
詞	ciyq
鮆	ciys
此	ciz
雌	cizp
趀	cizq
跐	cizs
匆	congb
賨	congbq
賩	congbs
従	congcq
徔	congcs
徖	congct
從	congcu
蟌	congcv
淙	conge
漎	congeq
漗	conges
潀	conget
潈	congeu
潨	congev
灇	congew
聪	congf
聰	congfq
繱	congfs
聡	congft
聦	congfu
丛	congh
焧	conghq
熜	conghs
爜	conght
枞	congi
棇	congiq
楤	congis
樅	congit
樬	congiu
樷	congiv
欉	congiw
錝	congjq
鍯	congjs
鏓	congjt
鏦	congju
篵	congkq
骢	congm
瞛	congmq
騘	congms
驄	congmt
婃	congnq
碂	congpq
暰	congrq
葱	congu
苁	congup
蔥	conguq
茐	congus
蓯	congut
藂	conguu
从	congv
囱	congw
璁	congwc
琮	congwp
囪	congwq
瑽	congws
忩	congxq
怱	congxs
悤	congxt
悰	congxu
愡	congxv
慒	congxw
憁	congxx
叢	congyq
誴	congys
謥	congyt
孮	congzq
凑	coub
辏	couc
輳	coucq
湊	coueq
楱	coui
腠	coul
傶	couvq
攒	cuana
撺	cuanap
攅	cuanaq
攛	cuanas
攢	cuanat
殩	cuandq
濽	cuaneq
灒	cuanes
爨	cuanh
熶	cuanhq
穳	cuanhs
櫕	cuaniq
欑	cuanis
镩	cuanj
鋑	cuanjq
鑹	cuanjs
篡	cuank
簒	cuankq
汆	cuanr
巑	cuansq
菆	cuanuq
窜	cuanx
竄	cuanxq
窽	cuanxs
窾	cuanxt
蹿	cuanz
躥	cuanzq
瘄	cubq
瘯	cubs
徂	cuc
殂	cud
縬	cufq
摧	cuia
瘁	cuib
凗	cuibq
疩	cuibs
皠	cuibt
淬	cuie
漼	cuieq
濢	cuies
紣	cuifq
綷	cuifs
縗	cuift
缞	cuifu
焠	cuihq
熣	cuihs
榱	cuii
椊	cuiiq
槯	cuiis
鏙	cuijq
衰	cuik
襊	cuikq
脆	cuil
脃	cuilq
脺	cuils
膬	cuilt
膵	cuilu
臎	cuilv
粹	cuim
毳	cuimp
粋	cuimq
啐	cuio
啛	cuioq
磪	cuipq
橻	cuiq
獕	cuiqq
崔	cuis
崒	cuisq
嵟	cuiss
墔	cuitq
萃	cuiu
催	cuiv
伜	cuivq
倅	cuivs
璀	cuiw
琗	cuiwq
悴	cuix
忰	cuixq
慛	cuixs
竁	cuixt
翠	cuiy
翆	cuiyq
顇	cuiys
趡	cuizq
觕	cujq
簇	cuk
脨	culq
麁	culs
麄	cult
麆	culu
麤	culv
粗	cum
鼀	cumq
拵	cunaq
寸	cunc
刌	cundq
澊	cuneq
邨	cunfq
村	cuni
竴	cunlq
膥	cunls
籿	cunmq
吋	cunoq
皴	cunp
媨	cunq
墫	cuntq
侟	cunvq
忖	cunx
存	cunz
踆	cunzq
措	cuoa
搓	cuoac
撮	cuoad
挫	cuoap
瘥	cuob
痤	cuobp
厝	cuoc
齹	cuocq
剉	cuodq
剒	cuods
縒	cuofq
酂	cuofs
酇	cuoft
庴	cuogq
虘	cuohq
错	cuoj
锉	cuojp
錯	cuojq
銼	cuojs
鎈	cuojt
鹾	cuol
脞	cuolp
鹺	cuolq
睉	cuomq
磋	cuop
噈	cuoq
醝	cuoqq
矬	cuos
嵯	cuosp
嵳	cuosq
莝	cuouq
莡	cuous
蒫	cuout
蓌	cuouu
蔖	cuouv
瑳	cuowq
諎	cuoyq
蹉	cuoz
夎	cuozq
逪	cuozs
遳	cuozt
皻	cupq
醋	cuq
酢	cuqc
猝	cuqp
卒	cus
蔟	cuu
促	cuv
怚	cuxq
憱	cuxs
誎	cuyq
顣	cuys
蹙	cuz
蹴	cuzp
趗	cuzq
趨	cuzs
踧	cuzt
踿	cuzu
蹵	cuzv
打	daa
搭	daap
撘	daaq
瘩	dab
匒	dabq
蟽	dacq
大	dad
耷	dadp
剳	dadq
沓	dae
汏	daeq
溚	daes
繨	dafq
鞑	dag
靼	dagp
韃	dagq
炟	dahq
燵	dahs
贷	daib
貣	daibq
貸	daibs
待	daic
蚮	daicq
蝳	daics
軑	daict
軚	daicu
軩	daicv
轪	daicw
歹	daid
殆	daidp
歺	daidq
瀻	daieq
绐	daif
紿	daifq
緿	daifs
戴	daig
廗	daigq
黛	daih
黱	daihq
柋	daiiq
带	daij
帶	daijq
帒	daijs
帯	daijt
釱	daiju
袋	daik
箉	daikq
簤	daiks
襶	daikt
隷	dailq
隸	dails
駘	daimq
鴏	dainq
呆	daio
呔	daiop
獃	daiqq
曃	dairq
霴	dairs
靆	dairt
岱	dais
埭	dait
垈	daitq
代	daiv
傣	daivp
侢	daivq
玳	daiw
瑇	daiwq
怠	daix
懛	daixq
甙	daiy
叇	daiyq
詒	daiys
逮	daiz
迨	daizp
艜	daizq
跢	daizs
蹛	daizt
鎉	dajq
鎝	dajs
鐽	dajt
答	dak
笪	dakc
褡	dakp
笚	dakq
龖	dalq
龘	dals
眔	damq
妲	dan
担	dana
掸	danap
擔	danaq
抌	danas
撢	danat
撣	danau
单	danb
宕	danbc
赕	danbd
瘅	danbe
疸	danbp
癉	danbq
癚	danbs
賧	danbt
贉	danbu
髧	danbv
蛋	danc
蜑	dancq
殚	dand
刐	dandq
殫	dands
淡	dane
澹	danep
沊	daneq
泹	danes
耽	danf
聃	danfc
郸	danfp
匰	danfq
紞	danfs
繵	danft
耼	danfu
聸	danfv
鄲	danfw
弹	dang
挡	danga
擋	dangaq
攩	dangas
蟷	dangcq
党	dange
氹	dangeq
潒	danges
澢	danget
灙	dangeu
黨	danghq
档	dangi
檔	dangiq
欓	dangis
铛	dangj
鐺	dangjq
裆	dangk
筜	dangkq
簜	dangks
簹	dangkt
襠	dangku
盪	dangmq
瞊	dangms
闣	dangmt
婸	dangnq
噹	dangoq
砀	dangp
碭	dangpq
礑	dangps
弾	dangq
雼	dangrq
彈	dangs
崵	dangsq
嵣	dangss
當	dangtq
圵	dangts
垱	dangtt
場	dangtu
壋	dangtv
荡	dangu
蕩	danguq
蘯	dangus
偒	dangvq
儅	dangvs
珰	dangwq
璗	dangws
璫	dangwt
瓽	dangwu
当	dangx
愓	dangxq
谠	dangy
譡	dangyq
讜	dangys
艡	dangzq
趤	dangzs
逿	dangzt
燀	danhq
黕	danhs
黮	danht
黵	danhu
柦	daniq
帎	danjq
觛	danjs
箪	dank
凼	dankp
簞	dankq
衴	danks
褝	dankt
襌	danku
胆	danl
膽	danlq
勯	danls
腅	danlt
眈	danm
馾	danmq
駳	danms
妉	dannq
媅	danns
鴠	dannt
啖	dano
呾	danoq
唌	danos
啗	danot
啿	danou
單	danov
嘾	danow
噉	danox
嚪	danoy
石	danp
丹	danpp
皽	danpq
砃	danps
氮	danq
狚	danqq
酖	danqs
醈	danqt
旦	danr
霮	danrq
単	dansq
禫	danss
躭	danst
餤	dansu
饏	dansv
亶	dantq
菪	danu
萏	danup
蓞	danuq
但	danv
儋	danvp
伔	danvq
僤	danvs
玬	danwq
瓭	danws
甔	danwt
惮	danx
惔	danxq
愖	danxs
憚	danxt
憺	danxu
窞	danxv
诞	dany
誕	danyq
訑	danys
頕	danyt
疍	danzq
嗒	dao
捣	daoa
搗	daoaq
捯	daoas
擣	daoat
导	daoc
導	daocq
螩	daocs
到	daod
刀	daodp
刂	daodq
纛	daof
絩	daofq
陦	daofs
隝	daoft
隯	daofu
﨩	daofv
稻	daoh
焘	daohp
燾	daohq
稲	daohs
朷	daoiq
梼	daois
椡	daoit
槝	daoiu
檤	daoiv
檮	daoiw
幬	daojq
釖	daojs
箌	daokq
裯	daoks
盗	daom
盜	daomq
叨	daoo
嘄	daooq
噵	daoos
哒	daop
氘	daoq
岛	daos
祷	daosp
島	daosq
禱	daoss
嶋	daost
嶌	daosu
嶹	daosv
禂	daosw
軇	daosx
噠	daot
壔	daotq
呾	daou
菿	daouq
倒	daov
咑	daow
瓙	daowq
悼	daox
衜	daoxq
衟	daoxs
翢	daoyq
翿	daoys
魛	daoyt
鱽	daoyu
道	daoz
蹈	daozp
舠	daozq
艔	daozs
辺	daozt
亣	datq
垯	dats
墶	datt
畗	datu
畣	datv
荅	dauq
荙	daus
薘	daut
囗	daw
怛	dax
憚	daxq
羍	dayq
詚	days
达	daz
達	dazq
跶	dazs
躂	dazt
迏	dazu
迖	dazv
迚	dazw
逹	dazx
的	deb
德	dec
得	decp
徳	decq
蚮	decs
淂	deeq
嘚	deioq
棏	deiq
锝	dej
鍀	dejq
脦	delq
扥	denaq
扽	denas
登	dengb
豋	dengdq
澂	dengeq
瀓	denges
邓	dengf
鄧	dengfq
隥	dengfs
戥	dengg
灯	dengh
燈	denghq
櫈	dengiq
凳	dengj
镫	dengjp
覴	dengjq
鐙	dengjs
等	dengk
簦	dengkp
竳	denglq
瞪	dengm
嬁	dengnq
噔	dengo
磴	dengp
嶝	dengs
墱	dengtq
僜	dengvq
璒	dengwq
憕	dengxq
蹬	dengz
艠	dengzq
嘚	deoq
旳	derq
地	det
恴	dexq
悳	dexs
惪	dext
抵	dia
掂	diana
攧	dianaq
典	dianb
癜	dianbc
癫	dianbp
痁	dianbq
痶	dianbs
瘨	dianbt
癲	dianbu
厧	diancq
蜔	diancs
齻	dianct
奠	diand
丶	diandp
奌	diandq
淀	diane
滇	dianep
澱	dianeq
阽	dianf
店	diang
点	dianh
點	dianhq
扂	dianhs
椣	dianiq
槇	dianis
槙	dianit
橂	dianiu
橝	dianiv
钿	dianj
鈿	dianjq
簟	diank
驔	dianmq
婝	diannq
婰	dianns
嚸	dianoq
殿	dianp
碘	dianpp
磹	dianpq
靛	dianq
猠	dianqq
電	dianrq
巅	dians
巔	diansq
嵮	dianss
巓	dianst
电	diant
甸	diantc
坫	diantd
垫	diantp
墊	diantq
壂	diants
蒧	dianuq
蕇	dianus
佃	dianv
佔	dianvq
傎	dianvs
玷	dianw
敁	dianwq
敟	dianws
琔	dianwt
惦	dianx
窴	dianxq
颠	diany
顛	dianyq
顚	dianys
踮	dianz
跕	dianzq
蹎	dianzs
嗲	diao
掉	diaoa
扚	diaoaq
瘹	diaobq
虭	diaocq
蛁	diaocs
刁	diaod
凋	diaodp
刟	diaodq
奝	diaods
汈	diaoeq
絩	diaofq
弔	diaogq
弴	diaogs
椆	diaoiq
钓	diaoj
铞	diaojp
釣	diaojq
鈟	diaojs
銚	diaojt
銱	diaoju
鋽	diaojv
錭	diaojw
鑃	diaojx
簓	diaokq
竨	diaolq
盄	diaomq
瞗	diaoms
鳥	diaonq
鳭	diaons
鵰	diaont
吊	diaoo
叼	diaoop
碉	diaop
屌	diaopq
雿	diaorq
彫	diaosq
鼦	diaoss
蓧	diaouq
藋	diaous
伄	diaovq
琱	diaowq
窎	diaoxq
窵	diaoxs
调	diaoy
鲷	diaoyp
訋	diaoyq
誂	diaoys
調	diaoyt
魡	diaoyu
鮉	diaoyv
鯛	diaoyw
雕	diaoz
貂	diaozp
扚	diaq
拞	dias
掋	diat
揥	diau
摕	diav
的	dib
髢	dibq
厎	dicq
彽	dics
蚳	dict
蝃	dicu
蝭	dicv
螮	dicw
軧	dicx
奃	didq
滴	die
揲	diea
挕	dieaq
镻	diebq
蝶	diec
蜨	diecq
螲	diecs
軼	diect
涤	died
殜	diedq
泆	dieeq
爹	dief
絰	diefq
绖	diefs
瓞	dieg
戜	diegq
鞢	diegs
柣	dieiq
楪	dieis
槢	dieit
幉	diejq
褋	diekq
褺	dieks
耋	diel
耊	dielq
胅	diels
氎	diemq
眣	diems
眰	diemt
鴩	dienq
喋	dieo
咥	dieoq
哋	dieos
啑	dieot
碟	diep
牒	diepp
牃	diepq
滌	dieq
昳	dierq
曡	diers
浟	dies
峌	diesq
崼	diess
嵽	diest
渧	diet
垤	dietp
疊	dietq
堞	dietr
畳	diets
疂	diett
疉	dietu
苵	dieuq
怢	diexq
恎	diexs
惵	diext
叠	diey
鲽	dieyc
谍	dieyp
諜	dieyq
詄	dieys
鰈	dieyt
跌	diez
迭	diezp
臷	diezq
艓	diezs
趃	diezt
跕	diezu
跮	diezv
蹛	diezw
缔	dif
邸	difp
締	difq
聜	difs
阺	dift
隄	difu
底	dig
骶	digc
弟	digp
弤	digq
靮	digs
鞮	digt
焍	dihq
秪	dihs
棣	dii
柢	diip
杕	diiq
枑	diis
枤	diit
梊	diiu
梑	diiv
楴	diiw
樀	diix
帝	dij
觌	dijc
镝	dijp
覿	dijq
觝	dijs
釱	dijt
鉪	diju
鏑	dijv
第	dik
笛	dikp
篴	dikq
袛	diks
肑	dilq
腣	dils
睇	dim
眱	dimq
糴	dims
馰	dimt
娣	din
掟	dingaq
定	dingb
疔	dingbp
虰	dingcq
鼎	dingd
鼑	dingdq
濎	dingeq
耵	dingf
聢	dingfq
靪	dinggq
丁	dingh
椗	dingiq
钉	dingj
锭	dingjp
釘	dingjq
帄	dingjs
鋌	dingjt
錠	dingju
鐤	dingjv
腚	dingl
盯	dingm
奵	dingnq
叮	dingo
啶	dingop
碇	dingp
矴	dingpq
碠	dingps
磸	dingpt
酊	dingq
嵿	dingsq
飣	dingss
饤	dingst
町	dingt
甼	dingtq
艼	dinguq
萣	dingus
薡	dingut
仃	dingv
玎	dingw
忊	dingxq
顶	dingy
订	dingyp
訂	dingyq
頂	dingys
顁	dingyt
嫡	dinp
媂	dinq
牴	dins
鸐	dint
嘀	dio
呧	dioq
哋	dios
唙	diot
啇	diou
啲	diov
嚁	diow
砥	dip
氐	dipc
碲	dipp
碮	dipq
磾	dips
狄	diq
豴	diqq
籴	dir
旳	dirq
祗	dis
岻	disq
嵽	diss
嶳	dist
祶	disu
禘	disv
地	dit
坻	ditc
堤	ditp
坔	ditq
坘	dits
埅	ditt
埊	ditu
埞	ditv
墆	ditw
墑	ditx
墬	dity
蒂	diu
颩	diufq
荻	diuh
丟	diuhq
铥	diuj
銩	diujq
丢	diup
藡	diuq
苐	dius
苖	diut
菂	diuu
菧	diuv
蓧	diuw
蔋	diux
蔐	diuy
蔕	diuz
低	div
仾	divq
俤	divs
偙	divt
僀	divu
敌	diw
敵	diwq
玓	diws
珶	diwt
甋	diwu
怟	dixq
慸	dixs
谛	diy
诋	diyc
羝	diyd
翟	diyp
廸	diyq
詆	diys
諟	diyt
諦	diyu
頔	diyv
鯳	diyw
递	diz
迪	dizp
遞	dizq
疐	dizs
趆	dizt
踶	dizu
蹢	dizv
逓	dizw
遆	dizx
遰	dizy
挏	dongaq
揰	dongas
冻	dongb
凍	dongbq
蝀	dongcq
洞	donge
涷	dongeq
湩	donges
絧	dongfq
戙	donggq
鼕	donggs
东	dongh
烔	donghq
燑	donghs
栋	dongi
東	dongiq
棟	dongis
笗	dongkq
箽	dongks
动	dongl
胨	donglc
胴	donglp
動	donglq
勭	dongls
腖	donglt
駧	dongmq
鸫	dongn
姛	dongnq
娻	dongns
嬞	dongnt
鶇	dongnu
鶫	dongnv
咚	dongo
硐	dongp
氡	dongq
氭	dongqq
狪	dongqs
昸	dongrq
霘	dongrs
峒	dongs
岽	dongsp
崠	dongsq
崬	dongss
垌	dongt
埬	dongtq
墥	dongts
董	dongu
苳	donguq
菄	dongus
蕫	dongut
侗	dongv
倲	dongvq
働	dongvs
懂	dongx
恫	dongxp
諌	dongyq
鮗	dongys
鯟	dongyt
冬	dongz
迵	dongzq
抖	doua
痘	doub
蚪	douc
斗	doud
豆	doudp
鬥	doudq
剅	douds
斣	doudt
鬦	doudu
鬪	doudv
鬬	doudw
鬭	doudx
兜	doue
兠	doueq
浢	doues
瀆	douet
都	douf
陡	doufp
郖	doufq
阧	doufs
枓	douiq
梪	douis
橷	douit
钭	douj
鈄	doujq
鋀	doujs
篼	douk
脰	doulq
毭	doumq
瞗	doums
閗	doumt
闘	doumu
吋	douoq
吺	douos
唗	douot
唞	douou
狵	douqq
酘	douqs
餖	dousq
饾	douss
蔸	douu
荳	douuq
乧	douvq
侸	douvs
窦	doux
竇	douxq
讀	douyq
逗	douz
剬	duandq
耑	duaneq
缎	duanf
緞	duanfq
煅	duanh
椴	duani
断	duanj
锻	duanjp
斷	duanjq
鍛	duanjs
鍴	duanjt
簖	duank
籪	duankq
褍	duanks
端	duanl
腶	duanlq
媏	duannq
段	duanp
毈	duanpq
碫	duanps
短	duans
塅	duantq
葮	duanuq
偳	duanvq
瑖	duanwq
躖	duanzq
赌	dub
賭	dubq
凟	dubs
贕	dubt
蠹	duc
螙	ducq
蠧	ducs
剢	dudq
殬	duds
殰	dudt
渡	due
渎	duep
瀆	dueq
涜	dues
都	duf
匵	dufq
度	dug
髑	dugp
豄	dugq
靯	dugs
韇	dugt
黩	duh
秺	duhq
黷	duhs
杜	dui
兑	duib
痽	duibq
对	duic
對	duicq
対	duics
轛	duict
兊	duieq
兌	duies
濧	duiet
濻	duieu
瀢	duiev
瀩	duiew
队	duif
綐	duifq
陮	duifs
隊	duift
杸	duiiq
镦	duij
錞	duijq
鐓	duijs
鐜	duijt
鴭	duinq
啍	duioq
椟	duip
磓	duipq
碓	duipr
櫝	duiq
祋	duisq
堆	duit
垖	duitq
塠	duits
薱	duiuq
敦	duiw
敓	duiwq
敚	duiws
怼	duix
憝	duixp
憞	duixq
懟	duixs
譈	duiyq
譵	duiys
頧	duiyt
镀	duj
鍍	dujq
覩	dujs
錖	dujt
鑟	duju
笃	duk
篤	dukq
裻	duks
肚	dul
毒	dum
睹	dumc
督	dump
闍	dumq
阇	dums
騳	dumt
妒	dun
撉	dunaq
撴	dunas
犊	dunc
蜳	duncq
沌	dune
潡	duneq
庉	dungq
炖	dunh
燉	dunhq
楯	duniq
橔	dunis
钝	dunj
鈍	dunjq
鐓	dunjs
盾	dunm
盹	dunmp
驐	dunmq
犜	dunnq
吨	duno
噸	dunoq
礅	dunp
砘	dunpp
碷	dunpq
妬	dunq
獤	dunqq
姤	duns
壿	dunsq
墩	dunt
坉	duntq
墪	dunts
墫	duntt
犢	dunu
嬻	dunv
伅	dunvq
敦	dunw
囤	dunwp
忳	dunxq
惇	dunxs
憞	dunxt
顿	duny
頓	dunyq
蹲	dunz
趸	dunzc
遁	dunzp
踲	dunzq
蹾	dunzs
躉	dunzt
逇	dunzu
遯	dunzv
嘟	duo
掇	duoa
挅	duoaq
挆	duoas
凙	duobq
痥	duobs
鬌	duobt
夺	duod
剁	duodp
奪	duodq
刴	duods
剟	duodt
剫	duodu
奲	duodv
沲	duoe
沰	duoeq
澤	duoes
缍	duof
綞	duofq
陊	duofs
陏	duoft
隓	duofu
度	duog
朵	duoi
朶	duoiq
杕	duois
杝	duoit
枤	duoiu
柂	duoiv
柮	duoiw
桗	duoix
椯	duoiy
铎	duoj
鈬	duojq
鐸	duojs
裰	duok
袳	duokq
毲	duomq
馱	duoms
駄	duomt
媠	duonq
鵽	duons
哆	duoo
哚	duooc
咄	duoop
喥	duooq
嚉	duoos
嚲	duoot
硾	duopq
叾	duoq
躲	duos
崜	duosq
躱	duoss
軃	duost
飿	duosu
饳	duosv
堕	duot
垛	duotp
亸	duotq
垜	duots
埵	duott
墮	duotu
墯	duotv
畓	duotw
仛	duovq
敓	duowq
敚	duows
敠	duowt
敪	duowu
多	duox
惰	duoxp
夛	duoxq
憜	duoxs
尮	duoyq
踱	duoz
跺	duozc
舵	duozp
趓	duozq
跢	duozs
跥	duozt
﨣	duozu
牍	dup
牘	dupq
皾	dups
独	duq
獨	duqq
醏	duqs
晵	durq
暏	durs
厾	dusq
堵	dut
芏	duu
荰	duuq
斁	duwq
琽	duws
瓄	duwt
韣	duwu
韥	duwv
读	duy
讀	duyq
頓	duys
読	duyt
讟	duyu
扼	ea
搕	eaq
搤	eas
搹	eat
擜	eau
匎	ebq
痷	ebs
痾	ebt
皒	ebu
齃	ebv
蛾	ec
轭	ecc
厄	ecp
蚅	ecq
蝁	ecs
軛	ect
軶	ecu
齶	ecv
湂	eek
洝	eeqr
涐	eesr
阿	ef
鄂	efp
阨	efq
阸	efs
廅	egq
戹	ehq
枙	eiq
欸	eiqq
櫮	eis
诶	eiy
誒	eiyq
锷	ej
锇	ejp
卾	ejq
覨	ejs
鈋	ejt
鈪	eju
鋨	ejv
鍔	ejw
鑩	ejx
腭	el
睋	emq
閼	ems
騀	emt
鹅	en
摁	ena
婀	enc
鹗	end
奀	endq
鞥	enggq
煾	enhq
嗯	eno
